job_title,company,location,salary,country
"Senior Data Scientist - Recommendation (Toronto, ON)",SSENSE,"Remote in Toronto, ON+1 location",,Canada
Machine Learning & Cloud Designer Summer Intern,ALÉO Canada,"Montréal, QC",,Canada
Data Scientist,MARS,"Toronto, ON+1 location",,Canada
AI ML Engineer,Railtown AI Technologies,"Hybrid remote in Vancouver, BC",,Canada
Sr. Data Scientist,AlignTech,"Toronto, ON",,Canada
Machine Learning Scientist - Computer Vision,AbCellera Biologics,"Vancouver, BC",,Canada
"newManager, Strategy, Fraud Data Science & Analytics",Royal Bank of Canada,"Montréal, QC",,Canada
newMachine Learning Engineer,CGI Inc,"Toronto, ON",,Canada
newSr Data Scientist,Moneris Solutions,"Toronto, ON",,Canada
Machine Learning Engineer,Electronic Arts,"Vancouver, BC",,Canada
"Manager, Data Analytics",LandSure Systems,"Hybrid remote in Vancouver, BC",,Canada
Machine Learning Engineer,BlueCat Networks,Remote,,Canada
Digital Analytics Consultant,McDonald's Corporate,"Toronto, ON",,Canada
Analytics Consultant,Advanced Analytics and Research Lab (AAARL),"Toronto, ON",,Canada
newMachine Learning Software Specialist,General Motors,"Oshawa, ON",,Canada
"AD, Analytics & Insights",Air Miles,"Temporarily Remote in Toronto, ON",,Canada
Senior Data Scientist,Rogers Communications,"Brampton, ON",,Canada
Senior Data Analyst,Aviva,"Toronto, ON+1 location",,Canada
"Senior Data Scientist (GANs) TORONTO, ONTECHNOLOGY – SOFTWAR...",Tonal,"Remote in Toronto, ON",,Canada
Data Scientist - Commercial Analytics,Veeva Systems,"Remote in Toronto, ON",,Canada
Lead Data Scientist,Numerator,"Remote in Toronto, ON+2 locations",,Canada
"Software Engineer, Machine Learning Platform","Grammarly, Inc.","Remote in Vancouver, BC","$169,000 - $259,000 a year",Canada
Applied Scientist,Text IQ,"Remote in Vancouver, BC",,Canada
"Data Scientist, Analytics and Insights",Bayer,"Mississauga, ON",,Canada
Senior Data Scientist - Forecasting,Finning International Inc.,"Calgary, AB",,Canada
"Technical Product Manager, AI/ML, CP2",Bell Canada,"Toronto, ON",,Canada
Junior/Intermediate Advanced Analytics Professional,Definity,"Hybrid remote in Vancouver, BC+3 locations",,Canada
"Lead Data Scientist, Search and Personalization (14498) - No...",Getty Images,Temporarily Remote in Canada+1 location,,Canada
Senior Data Scientist,Canada Life Assurance Company,"Toronto, ON",,Canada
Senior Data Scientist,Insurance Bureau of Canada,"Toronto, ON",,Canada
Business Intelligence Specialist/ Data Scientist,Canadian Nuclear Laboratories,"Chalk River, ON",,Canada
newRES O 27R - Senior Data Scientist,BC Public Service,"Temporarily Remote in Kamloops, BC",,Canada
Decision Scientist,Ontario Health,"Toronto, ON",,Canada
"Sr Data Analyst, Data Engineering",Loblaw Companies Limited,"Brampton, ON",,Canada
Lead Data Scientist - Express Scripts Canada,Cigna,"Mississauga, ON",,Canada
Applied Machine Learning Researcher (Hybrid),Morgan Stanley,"Remote in Montréal, QC",,Canada
Senior Machine Learning Scientist,Ada Inc.,Canada,,Canada
Data Scientist,Services Conseils IntelliSoft inc.,"Montréal, QC",,Canada
"newData Engineering Co-op, NA Integrated Analytics (2022 Fall –...",Munich Re,"Toronto, ON",,Canada
Principal Data & Applied Scientist,Microsoft,"Vancouver, BC",,Canada
Senior Data Scientist,Mitsubishi UFJ Fund Services,"Toronto, ON",,Canada
"Director, Data Strategy and Analytics",Bold Commerce,"Toronto, ON+3 locations",,Canada
Data Scientist,Awakedata,"Burnaby, BC",,Canada
BI Analyst,Adante Consulting,"Toronto, ON",,Canada
Senior Data Scientist,Air Liquide,Canada+1 location,,Canada
"Faculty Member, Computer Science, Assistant Professor; Data...",University of Saskatchewan,"Saskatoon, SK",,Canada
"newDirector of Machine Learning, Wake Word",SoundHound Inc.,"Remote in Toronto, ON",,Canada
"Director, Data & Analytics",Infrastructure Ontario,"Toronto, ON",,Canada
newMachine Learning Developer,Eddyfi Technologies,"Quebec City, QC",,Canada
Senior Data Scientist,Capital One,"Hybrid remote in Toronto, ON",,Canada
NLP/ML Developer,My Intelligent Machines,"Montréal, QC",,Canada
MTS 2 - Data Scientist,eBay Inc.,"Remote in Toronto, ON",,Canada
Machine Learning Engineer,Swiss Re,"Toronto, ON",,Canada
Analytics Manager,SidekickHealth,"Reykjavik, MB",,Canada
Software Engineer Lead - Data Scientist - R Programming Lang...,Capgemini,"Brampton, ON",,Canada
Head of Analytics and Data Sciences - Giant Tiger Digital,Giant Tiger,"Ottawa, ON",,Canada
Machine Learning Engineer,Future Fertility,"Greater Toronto Area, ON",,Canada
"Manager, Data Consulting",Assent,"Ottawa, ON",,Canada
Senior Data Scientist,CIBC,"Hybrid remote in Toronto, ON",,Canada
newMachine Learning Developer,Teletest,"Quebec City, QC",,Canada
"Manager, Analytics",Deloitte,"Montréal, QC",,Canada
Senior Data Scientist,CubicFarm Systems Corp,"Langley, BC",,Canada
"Applied Scientist, Deep Learning & NLP, Amazon Ads : Sponsor...",Amazon Dev Centre Canada ULC,"Toronto, ON",,Canada
Data Scientist- Innovation lab,GSOFT,"Montréal, QC",,Canada
newGame Analytics Manager,Ubisoft,"Remote in Toronto, ON",,Canada
"Developer, Machine Learning Engineering",Bell Canada,"Toronto, ON+1 location",,Canada
"Software Engineer, Machine Learning",Zippin,Remote in Canada+1 location,,Canada
Data Science Engineer,Rogers Communications,"Temporarily Remote in Brampton, ON",,Canada
Machine Learning Engineer,Scribendi,"Chatham-Kent, ON",,Canada
newCustomer Insights Specialist,Enmax,"Hybrid remote in Calgary, AB",,Canada
Lead Data Scientist,EDealer,"Toronto, ON",,Canada
Senior ML Engineer,Fusemachines,"Toronto, ON",,Canada
Machine Learning Engineer,Accenture,"Ottawa, ON+3 locations",,Canada
Senior Data Scientist,OANDA,"Toronto, ON",,Canada
Big Data Developer,StackPros Inc.,"Toronto, ON",,Canada
CR System Behaviour AI/ML Data Scientist,Ericsson,"Remote in Ottawa, ON",,Canada
Analytics Data Specialist,Home Hardware Stores Limited,"St. Jacobs, ON",,Canada
Data Science Delivery Manager,Compass Digital Labs,Remote,,Canada
"Senior, Forensic Technology",EY,"Remote in Toronto, ON",,Canada
"Senior Data Scientist, Risk",Dapper Labs,Remote,,Canada
SecureCX - ML and Deep Learning,Concentrix,Remote,,Canada
Python / Data Science Developer,Citi,"Mississauga, ON",,Canada
Carbon Data Scientist,Loam Bio,"Calgary, AB",,Canada
Data Scientist Sr. Analyst - Mississauga-AVP/C12,Citi,"Mississauga, ON",,Canada
newSenior Data Scientist,EY,"Remote in Montréal, QC",,Canada
Senior Data Scientist - Network Planning,SSENSE,"Remote in Toronto, ON+1 location",,Canada
Data Science Developer,Rizing,"Remote in Montréal, QC",,Canada
Senior Machine Learning Specialist,Gartner,"Quebec City, QC",,Canada
Data Scientist,Sanofi US,"Hybrid remote in Toronto, ON",,Canada
"Manager, Data Science - Telematics",Aviva,"Toronto, ON",,Canada
Machine Learning Scientist - Computer Vision,AbCellera,"Montréal, QC",,Canada
Data Analytics Manager,Citi,"Mississauga, ON",,Canada
"Director, Data Analytics",Sun Life Financial,"Temporarily Remote in Toronto, ON+1 location",,Canada
"Machine Learning Engineer, Shopping Discovery",Pinterest,"Toronto, ON",,Canada
Engineering-TORONTO-Vice President- Data Science and Machine...,Goldman Sachs,"Toronto, ON",,Canada
Machine Learning Engineer,Crescendo Technology,"Toronto, ON+1 location",,Canada
Lead Data Scientist,Equifax,"Toronto, ON",,Canada
newCTO Corporate Data & Analytics Intern/Co-op,TD Bank,"Remote in Toronto, ON",,Canada
newResearch Data Scientist | Scientifique chargé des données de...,Facebook App,"Toronto, ON+2 locations",,Canada
"newManager, AML/ATF Models & Analytics",Scotiabank,"Toronto, ON",,Canada
Machine Learning Engineer,Boast Capital,"Remote in Vancouver, BC",,Canada
AI Data Scientist 2,IQVIA,"Hybrid remote in Kirkland, QC",,Canada
"Senior Data Scientist, AWS Security- Ottawa/Toronto",Amazon Dev Centre Canada ULC,"Ottawa, ON+5 locations",,Canada
Data Scientist -Remote,EPAM Systems,Remote in Canada,,Canada
newData Scientist in Applied Cognition,"Thales Digital Solutions Inc., Research &...","Remote in Montréal, QC",,Canada
Software Engineer Intern (SD),Zscaler,"Burnaby, BC",,Canada
"Program Manager, Data Science",City of Richmond BC,"Richmond, BC","$97,536 - $121,920 a year",Canada
"Machine Learning Engineer, Financial Services",MobSquad,"Remote in Halifax, NS",,Canada
"Data Engineer - SAP Data Migration, Omnia AI",Deloitte,Canada,,Canada
Machine Learning Engineer,Xero,"Toronto, ON+1 location",,Canada
Senior Machine Learning Engineer,Unity Technologies,"Vancouver, BC",,Canada
Associate Machine Learning Engineer,Carfax,"London, ON",,Canada
Senior Data Scientist/Modeler,Société Générale,"Montréal, QC",,Canada
Senior Data Scientist,Veeva Systems,"Remote in Toronto, ON",,Canada
BI Developer,Brookfield Properties,"Calgary, AB",,Canada
Machine Learning Engineer - North American Integrated Analyt...,Munich Re,"Toronto, ON",,Canada
"Senior Data Scientist, Analytics TORONTO, ONTECHNOLOGY – SOF...",Tonal,"Remote in Toronto, ON",,Canada
"Applied Scientist, Amazon Beauty Tech",Amazon Dev Centre Canada ULC,"Vancouver, BC+14 locations",,Canada
Data Scientist,Siemens Canada Limited,"Remote in Kitchener, ON",,Canada
newDirector of Customer Analytics,KANTAR,"Toronto, ON",,Canada
newSoftware Developer - Machine Learning,P&P Optica,"Waterloo, ON",,Canada
Senior Data Scientist,TELUS,"Toronto, ON",,Canada
"Vice President, Marketing Analytics",Klick Health,"Toronto, ON",,Canada
Technology Manager - Data and Analytics,Lululemon,"Vancouver, BC",,Canada
Senior Data Scientist (14764) - Canada (Remote),Getty Images,Temporarily Remote,,Canada
"Software Engineer, Machine Learning Compiler (All Levels)",108 Qualcomm Canada ULC,"Markham, ON",,Canada
Sr. Data Science Manager,Numerator,"Remote in Ottawa, ON+2 locations",,Canada
"newDéveloppeur sénior, NLP Data Science",CUSTOMER EXPERIENCE,"Toronto, ON",,Canada
"Director, Data Science",TextNow,Canada,,Canada
Senior Data Scientist,PagerDuty,"Remote in Toronto, ON",,Canada
Data Science Manager,Carta,"York, ON",,Canada
Senior ML and Big Data Consultant,Lovelytics,"Remote in Toronto, ON",,Canada
Senior Data Scientist,League Inc,Ontario,,Canada
Head of mRNA Platform Design Data Science,Sanofi US,"Toronto, ON",,Canada
Machine Learning Engineer - KPMG Lighthouse,KPMG,"Montréal, QC",,Canada
"Manager, Data Science",AltaML,"Toronto, ON+2 locations",,Canada
"Manager, Fulfillment Analytics",Lululemon,Remote in British Columbia,,Canada
System-2 Deep Learning And Neural Reasoning Researcher,108 Qualcomm Canada ULC,"Markham, ON",,Canada
Principal Applied Scientist - Reinforcement Learning,Microsoft,"Vancouver, BC",,Canada
"Solutions Engineering, Data Science",Geotab,"Remote in Waterloo, ON",,Canada
Machine Learning Tech Lead,Fusemachines,"Toronto, ON",,Canada
"Director, Data Science",Loblaw Companies Limited,"Brampton, ON",,Canada
Account Delivery Manager Analytics,DXC Technology,"Toronto, ON","$109,533 - $147,400 a year",Canada
newSenior Data Engineer - North American Integrated Analytics T...,Munich Re,"Toronto, ON",,Canada
Senior Data Scientist,SITA,"Montréal, QC",,Canada
Senior Data Scientist - C360 Insights Team,TELUS,"Toronto, ON",,Canada
"Senior Data Scientist, Risk",Square,"Toronto, ON",,Canada
"Statistician, Medical Devices, Synthesis Health",1QBit,"Vancouver, BC",,Canada
Senior ML Engineer,Mosaic,"Remote in Toronto, ON",,Canada
"Senior Manager, Machine Learning",Wave,"Toronto, ON",,Canada
Machine Learning Compilers and Optimizations Engineer,Qcom,"Markham, ON",,Canada
"Manager, Information Management and Data Analytics (Technolo...",KPMG,"Vancouver, BC",,Canada
Senior Data Scientist,Oracle,Remote in Canada,,Canada
Software Engineer - Machine Learning (Remote),Yelp,"Remote in Vancouver, BC+3 locations",,Canada
"newManager, Climate Scenario Analytics, Enterprise Stress Testi...",Scotiabank,"Toronto, ON",,Canada
Decision Analytics Consultant/Forecasting,ZS Associates,"Toronto, ON",,Canada
"new1 year contract - Manager, Visualization and Business Intell...",Scotiabank,"Toronto, ON",,Canada
Data & Analytics Platform Specialist,Day & Ross Inc.,"Fredericton, NB",,Canada
"Applied Scientist: Economics & Pricing - Rides, Eats, Grocer...",Uber,"Toronto, ON",,Canada
"Machine Learning Engineer, Shopping Content Mining",Pinterest,"Toronto, ON",,Canada
"Applied Machine Learning Scientist, Responsible AI",Vector Institute,"Toronto, ON",,Canada
"Data & Analytics - Manager, Analytics Engineering",Aritzia,"Vancouver, BC",,Canada
"Senior Data Scientist, Marketing TORONTO, ONTECHNOLOGY – SOF...",Tonal,"Remote in Toronto, ON",,Canada
Director Data Science,Royal Bank of Canada,"Toronto, ON",,Canada
Tenure-Track Position in Innovation in Machine Learning and...,Concordia University,"Montréal, QC",,Canada
"Associate Manager, Web Analytics",SSENSE,"Montréal, QC",,Canada
"Data Scientist, Cyber-Fraud",TD Bank,"Toronto, ON",,Canada
Advanced Analytics Analyst,Sanofi US,"Hybrid remote in Toronto, ON",,Canada
"Sr. Engineering Manager, Data Science",PagerDuty,"Remote in Toronto, ON",,Canada
SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intellige...,McMaster University,"Hamilton, ON","$8,100 a month",Canada
Senior Data Scientist (NLP) (14763) - Calgary (Remote),Getty Images,"Temporarily Remote in Calgary, AB+1 location",,Canada
Applied Scientist / Research Engineer (Mechanical and Optics...,LUCID Vision Labs,"Richmond, BC",,Canada
newData & Analytics - Senior Data Product Manager,Aritzia,"Vancouver, BC",,Canada
"Data Scientist, Digital Solutions (flexibility to work from...",MNP,"Toronto, ON",,Canada
"Data Engineer - SAP Data Analytics, Omnia AI",Deloitte,Canada,,Canada
"Sr. Manager, Data Science & Systems - North American Region",International Justice Mission,"Remote in Headquarters, BC",,Canada
Software Development Engineer / Data Analyst,Fortinet,"Ottawa, ON",,Canada
Senior Data Scientist (14469) - Toronto (Remote),Getty Images,"Temporarily Remote in Toronto, ON+1 location",,Canada
"Applied Scientist: Machine Learning and Statistics - Rides,...",Uber,"Toronto, ON",,Canada
newMachine Learning Specialist - Software Defined Vehicle Analy...,General Motors,"Markham, ON",,Canada
Machine Learning Developer,Alithya,"Toronto, ON",,Canada
Senior Data Scientist - North American Integrated Analytics,Munich Re,"Toronto, ON",,Canada
"newInsights and Analytics Lead, Marketing & Training",Amazon Advertising Canada Inc.,"Toronto, ON",,Canada
Senior Data Scientist - Performance Engineering,Veeva Systems,"Remote in Toronto, ON",,Canada
Business Intelligence Data Developer,PHSA,"Burnaby, BC",$40.46 an hour,Canada
Analytics Lead,Capital One,"Hybrid remote in Toronto, ON",,Canada
Machine Learning Lead,Fusemachines,"Toronto, ON",,Canada
Scientifique des données / Data Scientist,CAE Inc.,"Saint-Laurent, QC",,Canada
Machine Learning Engineer,Attabotics,"Calgary, AB",,Canada
newMachine Learning Research and Development,Oracle,"Vancouver, BC",,Canada
"Team Lead, Decision Scientist for Clinical Analytics",Ontario Health,Ontario,,Canada
Senior Data Scientist (Natural Language Processing),Slate Technologies,"Toronto, ON",,Canada
newQuantum Machine Learning Researcher,Photonic,British Columbia,,Canada
Sr. Cyber Security Advisor - Reporting & Data Analyst,Rogers Communications,"Brampton, ON",,Canada
HR Advanced Analytics Consultant,Hydro One Networks Inc,"Toronto, ON",,Canada
"Lead, Biotherapeutic Analytics",AbCellera,"Vancouver, BC",,Canada
"REMOTE Manager, Data & Analytics Strategic Initiatives",BMO Financial Group,Remote in Ontario,,Canada
"newSr. Analyst, Business Analytics",CIBC,"Toronto, ON",,Canada
newMachine Learning Developer (Computer Vision) - ATG,ServiceNow,"Remote in Montréal, QC",,Canada
Manager Analytics & Insights,TD Bank,"Toronto, ON",,Canada
"Consultant, Consulting and Analytics Services",IQVIA,"Mississauga, ON",,Canada
Staff Machine Learning Scientist,Ada Inc.,Canada,,Canada
Senior Machine Learning Engineer,SidekickHealth,"Reykjavik, MB",,Canada
Engineer - Machine Learning Software,108 Qualcomm Canada ULC,"Markham, ON",,Canada
Senior Machine Learning Engineer - NLP (Remote),BenchSci,"Remote in Toronto, ON",,Canada
Senior Applied Scientist,Canadian Nuclear Laboratories,"Chalk River, ON",,Canada
Project Manager - Data & Analytics,Lululemon,"Vancouver, BC",,Canada
"Associate Director, Data Science",S&P Global,"Remote in Toronto, ON+1 location",,Canada
Data Engineer - Advertising Analytics Data Pipeline,Amazon Dev Centre Canada ULC,"Toronto, ON+1 location",,Canada
Machine Learning Tools Developer,BluWave-ai,"Ottawa, ON",,Canada
Analytics Product Manager - Canada,Unilever,"Toronto, ON",,Canada
"Senior Data Scientist, Human Motion TORONTO, ONTECHNOLOGY –...",Tonal,"Remote in Toronto, ON",,Canada
IT Product Manager - Data Ecosystems,Genentech,"Mississauga, ON",,Canada
"Data Scientist, Bidding Operations/ Scientifique des données...",Expedia Group,"Montréal, QC",,Canada
"Senior Associate, Analytics Insights",Deloitte,Ontario,,Canada
Machine Learning Engineer,Moneris Solutions,"Remote in Toronto, ON",,Canada
Senior Software Engineer - Big Data Engineer - Python/Scala,Capgemini,"Brampton, ON",,Canada
Senior Big Data Engineer,Aviva,"Markham, ON",,Canada
Data Analyst Lead - Collibra workflow developer with Eclipse...,Capgemini,"Toronto, ON",,Canada
"Data Engineer - Informatica Data Quality, Omnia AI",Deloitte,Canada,,Canada
"Data Engineer, Marketing Analytics TORONTO, ONMARKETING – MA...",Tonal,"Toronto, ON",,Canada
newData Science & Advanced Analytics Intern/Co-op,TD Bank,"Toronto, ON",,Canada
"Consultant, Risk Analytics",CIBC,"Toronto, ON",,Canada
"Analytics Developer, Bell Media",BELL MEDIA INC.,"Toronto, ON",,Canada
"Ingénieur(e) des données SAP, Omnia AI 1 1 1",Deloitte,Canada,,Canada
Senior Data Analyst - Remote,Elemy,"Remote in Beatty, SK",,Canada
Staff Applied Scientist - Eats Ads,Uber,"Toronto, ON",,Canada
Statistical Programmer,IQVIA,Remote,,Canada
newSenior Analyst,Alberta Health Services,"Calgary, AB",,Canada
